Date,Open,High,Low,Close,Volume,Currency
2017-06-03,0.2158,0.248,0.2008,0.2108,1265405,USD
2017-06-04,0.2108,0.232,0.2,0.2139,1092155,USD
2017-06-05,0.2139,0.2787,0.2097,0.2308,1089337,USD
2017-06-06,0.2308,0.2419,0.1988,0.2279,623865,USD
2017-06-07,0.2279,0.2396,0.2,0.216,370656,USD
2017-06-08,0.216,0.2234,0.187,0.2188,562327,USD
2017-06-09,0.2188,0.2278,0.2115,0.2164,948625,USD
2017-06-10,0.2164,0.225,0.1862,0.1918,743107,USD
2017-06-11,0.1918,0.2244,0.189,0.2165,643249,USD
2017-06-12,0.2165,0.25,0.1556,0.1913,531221,USD
2017-06-13,0.1913,0.2099,0.1794,0.203,510074,USD
2017-06-14,0.203,0.225,0.1783,0.1944,1930592,USD
2017-06-15,0.1944,0.2031,0.1548,0.1868,2158906,USD
2017-06-16,0.1868,0.204,0.174,0.1858,3252084,USD
2017-06-17,0.1858,0.2033,0.1761,0.2007,2132084,USD
2017-06-18,0.2007,0.2023,0.1795,0.1915,2324626,USD
2017-06-19,0.1915,0.2008,0.189,0.1982,3330631,USD
2017-06-20,0.1982,0.2224,0.1934,0.206,2183306,USD
2017-06-21,0.206,0.2135,0.185,0.1902,1607780,USD
2017-06-22,0.1902,0.1981,0.1862,0.1903,3941916,USD
2017-06-23,0.1903,0.1953,0.1872,0.1926,2494325,USD
2017-06-24,0.1926,0.2005,0.168,0.1773,1992151,USD
2017-06-25,0.1773,0.184,0.158,0.1684,1560570,USD
2017-06-26,0.1684,0.1725,0.1335,0.158,871873,USD
2017-06-27,0.158,0.1659,0.1331,0.1614,1800975,USD
2017-06-28,0.1614,0.1762,0.1521,0.1692,2379386,USD
2017-06-29,0.1692,0.1754,0.1554,0.1587,5007526,USD
2017-06-30,0.1587,0.1665,0.155,0.1559,6287807,USD
2017-07-01,0.1559,0.1583,0.138,0.1415,4921336,USD
2017-07-02,0.1415,0.1568,0.1394,0.1561,5251019,USD
2017-07-03,0.1561,0.1781,0.1516,0.1735,4945901,USD
2017-07-04,0.1735,0.195,0.1629,0.187,6124648,USD
2017-07-05,0.187,0.1871,0.17,0.1736,6027542,USD
2017-07-06,0.1736,0.1781,0.1628,0.1704,7378774,USD
2017-07-07,0.1704,0.1722,0.1506,0.1561,5869644,USD
2017-07-08,0.1561,0.1648,0.146,0.1578,4810687,USD
2017-07-09,0.1578,0.1611,0.1506,0.1521,5804891,USD
2017-07-10,0.1521,0.158,0.144,0.1454,3901900,USD
2017-07-11,0.1454,0.1454,0.1454,0.1454,0,USD
2017-07-12,0.1445,0.1445,0.1245,0.1337,2645795,USD
2017-07-13,0.1337,0.1406,0.1126,0.1208,5189778,USD
2017-07-14,0.1208,0.1244,0.1093,0.1177,9054454,USD
2017-07-15,0.1177,0.118,0.1045,0.1098,6380530,USD
2017-07-16,0.1098,0.1128,0.08767,0.09683,7590376,USD
2017-07-17,0.09683,0.1349,0.09681,0.1349,7715591,USD
2017-07-18,0.1349,0.145,0.1153,0.1324,3416186,USD
2017-07-19,0.1324,0.16,0.1228,0.126,2830087,USD
2017-07-20,0.126,0.1612,0.125,0.1534,3812774,USD
2017-07-21,0.1534,0.1534,0.1415,0.145,377243,USD
2017-07-22,0.145,0.179,0.145,0.177,1930078,USD
2017-07-23,0.177,0.1883,0.1555,0.1674,3635762,USD
2017-07-24,0.1674,0.1737,0.1589,0.1696,7455301,USD
2017-07-25,0.1696,0.1784,0.1422,0.1579,18180696,USD
2017-07-26,0.1579,0.1665,0.1444,0.1565,18082990,USD
2017-07-27,0.1565,0.1772,0.1534,0.1716,17422680,USD
2017-07-28,0.1716,0.176,0.1554,0.1655,17928624,USD
2017-07-29,0.1655,0.171,0.1562,0.1693,14419297,USD
2017-07-30,0.1693,0.1767,0.1582,0.159,15010010,USD
2017-07-31,0.159,0.1701,0.1574,0.1612,17156752,USD
2017-08-01,0.1612,0.1857,0.1611,0.1791,16557928,USD
2017-08-02,0.1791,0.2404,0.1785,0.2149,10161980,USD
2017-08-03,0.2149,0.2458,0.2109,0.22,10301353,USD
2017-08-04,0.22,0.231,0.2112,0.2236,8893757,USD
2017-08-05,0.2236,0.26,0.215,0.2296,9284431,USD
2017-08-06,0.2296,0.255,0.2103,0.2442,7380410,USD
2017-08-07,0.2442,0.2913,0.236,0.2802,11503635,USD
