date,close,volume,open,low,high,cpiaucns,cpiaucns_multiplier,cpi_adj_price,20d_vol_avg,100d_vol_avg,daily_diff,daily_diff_pc_change,daily_volume_diff,daily_volume_pc_change,gain,loss,7d_avg_gain,7d_avg_loss,7d_avg_gain_pc_change,7d_avg_loss_pc_change,7d_rs,7d_rsi,14d_avg_gain,14d_avg_loss,14d_avg_gain_pc_change,14d_avg_loss_pc_change,14d_rs,14d_rsi,50d_avg_gain,50d_avg_loss,50d_avg_gain_pc_change,50d_avg_loss_pc_change,50d_rs,50d_rsi,200d_avg_gain,200d_avg_loss,200d_avg_gain_pc_change,200d_avg_loss_pc_change,200d_rs,200d_rsi,7d_sharpe_ratio,14d_sharpe_ratio,50d_sharpe_ratio,200d_sharpe_ratio
1997-10-09,3.3600785732269287,10201979.0,3.000070037030194,3.000070037030194,3.4871402604896775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-10-10,3.515375852584839,10669148.0,3.7271454089946165,3.3812552433195693,3.7412637679246874,,,,,,0.15529727935791016,,467169.0,,0.16,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-10-13,3.437727451324463,3044363.0,3.5224350721557536,3.423609345605006,3.5224350721557536,,,,,,-0.07764840126037598,-1.4999984647601035,-7624785.0,-17.32125633336116,0.0,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-10-14,3.2965474128723145,2549907.0,3.4094907298991224,3.2047803660310907,3.416549908913224,,,,,,-0.14118003845214844,0.8181963332217723,-494456.0,-0.9351514829598474,0.0,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-10-15,3.2047810554504395,3167153.0,3.091836954012823,3.084778533594331,3.2118399826117288,,,,,,-0.091766357421875,-0.35000472851565134,617246.0,-2.2483335220929668,0.0,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-10-16,3.105954885482788,1770821.0,3.2047806121861,3.0918365263701726,3.2047806121861,,,,,,-0.09882616996765137,0.07693247006983706,-1396332.0,-3.2621969198666334,0.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-10-17,2.8377132415771484,3287121.0,2.9647749188452432,2.830654315811443,2.9718340979822973,,,,,,-0.26824164390563965,1.714277442841737,1516300.0,-2.0859165298797135,0.0,0.27,,,,,,,,,,,,,,,,,,,,,,,,,37.67819803948047,,,
1997-10-20,2.4847636222839355,11499985.0,2.371819809754151,2.3647606314425507,2.5412352751775087,,,,,,-0.3529496192932129,0.315789801144267,8212864.0,4.416384620457693,0.0,0.35,0.022857142857142857,0.14714285714285716,,,0.1553398058252427,13.445378151260499,,,,,,,,,,,,,,,,,,,22.95750154587776,,,
1997-10-21,2.8377132415771484,6924737.0,2.5977072318296734,2.583589633669611,2.8377132415771484,,,,,,0.3529496192932129,-2.0,-4575248.0,-1.5570831320231286,0.35,0.0,0.06959183673469387,0.12612244897959185,0.0,0.0,0.5517799352750807,35.55787278415015,,,,,,,,,,,,,,,,,,,24.44808461037519,,,
1997-10-22,2.5059409141540527,4458573.0,2.6118258235907246,2.498881734385936,2.6188847499874703,,,,,,-0.3317723274230957,-1.939999108335844,-2466164.0,-0.4609769787342676,0.0,0.33,0.05965014577259474,0.1552478134110787,0.0,0.0,0.384225352112676,27.75742775742775,,,,,,,,,,,,,,,,,,,23.686508045285674,,,
