,date,close,volume,open,low,high,Unnamed: 0,unnamed: 0,unnamed: 0.1,unnamed: 0.1.1,unnamed: 0.1.1.1,unnamed: 0.1.1.1.1,unnamed: 0.1.1.1.1.1,unnamed: 0.1.1.1.1.1.1,cpiaucns,cpiaucns_multiplier,cpi_adj_price
0,1993-01-29,25.62735366821289,1003200.0,25.64558080453452,25.517990850283105,25.64558080453452,,,,,,,,,,,
1,1993-02-01,25.809619903564453,480500.0,25.645575709262136,25.645575709262136,25.809619903564453,961.0,961.0,961.0,961.0,961.0,961.0,961.0,961.0,143.1,1.9646960167714889,50.70805741891922
2,1993-02-02,25.864307403564453,201300.0,25.79139885556286,25.73671744456167,25.88253454056485,961.0,961.0,961.0,961.0,961.0,961.0,961.0,961.0,143.1,1.9646960167714889,50.70805741891922
3,1993-02-03,26.137720108032227,529400.0,25.900767275811575,25.882540134871522,26.15594724897228,961.0,961.0,961.0,961.0,961.0,961.0,961.0,961.0,143.1,1.9646960167714889,50.70805741891922
4,1993-02-04,26.247068405151367,531500.0,26.22884127431446,25.937207180923888,26.3017497976621,961.0,961.0,961.0,961.0,961.0,961.0,961.0,961.0,143.1,1.9646960167714889,50.70805741891922
5,1993-02-05,26.22884750366211,492100.0,26.22884750366211,26.083030422335288,26.283528909159667,961.0,961.0,961.0,961.0,961.0,961.0,961.0,961.0,143.1,1.9646960167714889,50.70805741891922
6,1993-02-08,26.22884750366211,596100.0,26.22884750366211,26.192393233330403,26.319983179491373,961.0,961.0,961.0,961.0,961.0,961.0,961.0,961.0,143.1,1.9646960167714889,50.70805741891922
7,1993-02-09,26.046579360961914,122100.0,26.137715048019164,25.991897948727566,26.137715048019164,961.0,961.0,961.0,961.0,961.0,961.0,961.0,961.0,143.1,1.9646960167714889,50.70805741891922
8,1993-02-10,26.08302879333496,379600.0,26.046574525279986,25.973665989170033,26.10125592736245,961.0,961.0,961.0,961.0,961.0,961.0,961.0,961.0,143.1,1.9646960167714889,50.70805741891922
9,1993-02-11,26.21060562133789,19500.0,26.119469996785256,26.119469996785256,26.319968370801053,961.0,961.0,961.0,961.0,961.0,961.0,961.0,961.0,143.1,1.9646960167714889,50.70805741891922
10,1993-02-12,26.0101261138916,42500.0,26.174170357076623,26.0101261138916,26.174170357076623,961.0,961.0,961.0,961.0,961.0,961.0,961.0,961.0,143.1,1.9646960167714889,50.70805741891922
11,1993-02-16,25.353944778442383,374800.0,25.937213098291522,25.31749050845181,25.937213098291522,961.0,961.0,961.0,961.0,961.0,961.0,961.0,961.0,143.1,1.9646960167714889,50.70805741891922
12,1993-02-17,25.335704803466797,210900.0,25.353931929224686,25.24456917467735,25.390386180740467,961.0,961.0,961.0,961.0,961.0,961.0,961.0,961.0,143.1,1.9646960167714889,50.70805741891922
13,1993-02-18,25.317485809326172,378100.0,25.62734704673333,24.971170308694642,25.62734704673333,961.0,961.0,961.0,961.0,961.0,961.0,961.0,961.0,143.1,1.9646960167714889,50.70805741891922
14,1993-02-19,25.408620834350586,34900.0,25.31748517856023,25.281030916244088,25.408620834350586,961.0,961.0,961.0,961.0,961.0,961.0,961.0,961.0,143.1,1.9646960167714889,50.70805741891922
15,1993-02-22,25.499759674072266,513600.0,25.481532540638334,25.408624006902603,25.536213940940133,961.0,961.0,961.0,961.0,961.0,961.0,961.0,961.0,143.1,1.9646960167714889,50.70805741891922
16,1993-02-23,25.481536865234375,373700.0,25.57267254787112,25.35394690954293,25.590899684398472,961.0,961.0,961.0,961.0,961.0,961.0,961.0,961.0,143.1,1.9646960167714889,50.70805741891922
17,1993-02-24,25.809619903564453,26300.0,25.49975864766008,25.49975864766008,25.809619903564453,961.0,961.0,961.0,961.0,961.0,961.0,961.0,961.0,143.1,1.9646960167714889,50.70805741891922
18,1993-02-25,25.864307403564453,44500.0,25.79139885556286,25.73671744456167,25.88253454056485,961.0,961.0,961.0,961.0,961.0,961.0,961.0,961.0,143.1,1.9646960167714889,50.70805741891922
19,1993-02-26,25.900747299194336,66200.0,25.918974426076247,25.773157411020964,25.918974426076247,961.0,961.0,961.0,961.0,961.0,961.0,961.0,961.0,143.1,1.9646960167714889,50.70805741891922
20,1993-03-01,25.827838897705078,66500.0,25.991883040315766,25.79138464379159,25.991883040315766,962.0,962.0,962.0,962.0,962.0,962.0,962.0,962.0,143.6,1.9578551532033428,50.567167481977634
21,1993-03-02,26.21060562133789,182400.0,25.84606312312735,25.809608873306296,26.21060562133789,962.0,962.0,962.0,962.0,962.0,962.0,962.0,962.0,143.6,1.9578551532033428,50.567167481977634
22,1993-03-03,26.31997299194336,280100.0,26.247064479500303,26.210610223278774,26.338200120054122,962.0,962.0,962.0,962.0,962.0,962.0,962.0,962.0,143.6,1.9578551532033428,50.567167481977634
23,1993-03-04,26.17416000366211,89500.0,26.35643131287981,26.17416000366211,26.35643131287981,962.0,962.0,962.0,962.0,962.0,962.0,962.0,962.0,143.6,1.9578551532033428,50.567167481977634
24,1993-03-05,26.10124969482422,40000.0,26.21061247287516,26.083022565149065,26.3199752509261,962.0,962.0,962.0,962.0,962.0,962.0,962.0,962.0,143.6,1.9578551532033428,50.567167481977634
25,1993-03-08,26.68451499938965,50800.0,26.155928295166767,26.155928295166767,26.68451499938965,962.0,962.0,962.0,962.0,962.0,962.0,962.0,962.0,143.6,1.9578551532033428,50.567167481977634
26,1993-03-09,26.593395233154297,169300.0,26.629849510375895,26.538713817321902,26.64807664898669,962.0,962.0,962.0,962.0,962.0,962.0,962.0,962.0,143.6,1.9578551532033428,50.567167481977634
27,1993-03-10,26.6480655670166,194400.0,26.59338417392423,26.48402138773948,26.6480655670166,962.0,962.0,962.0,962.0,962.0,962.0,962.0,962.0,143.6,1.9578551532033428,50.567167481977634
28,1993-03-11,26.575151443481445,70900.0,26.66628707943303,26.538697189100812,26.739195588194296,962.0,962.0,962.0,962.0,962.0,962.0,962.0,962.0,143.6,1.9578551532033428,50.567167481977634
29,1993-03-12,26.301740646362305,643600.0,26.356422019847464,26.137696525906822,26.37464914434252,962.0,962.0,962.0,962.0,962.0,962.0,962.0,962.0,143.6,1.9578551532033428,50.567167481977634
30,1993-03-15,26.42933464050293,310800.0,26.283517621796705,26.283517621796705,26.42933464050293,962.0,962.0,962.0,962.0,962.0,962.0,962.0,962.0,143.6,1.9578551532033428,50.567167481977634
31,1993-03-16,26.42933464050293,30800.0,26.42933464050293,26.42933464050293,26.502243149856042,962.0,962.0,962.0,962.0,962.0,962.0,962.0,962.0,143.6,1.9578551532033428,50.567167481977634
32,1993-03-17,26.26529884338379,21800.0,26.392888775308624,26.22884457711955,26.392888775308624,962.0,962.0,962.0,962.0,962.0,962.0,962.0,962.0,143.6,1.9578551532033428,50.567167481977634
33,1993-03-18,26.42933464050293,59300.0,26.374653258488095,26.374653258488095,26.538697404532595,962.0,962.0,962.0,962.0,962.0,962.0,962.0,962.0,143.6,1.9578551532033428,50.567167481977634
34,1993-03-19,26.38934326171875,66900.0,26.5358489841988,26.38934326171875,26.5358489841988,962.0,962.0,962.0,962.0,962.0,962.0,962.0,962.0,143.6,1.9578551532033428,50.567167481977634
35,1993-03-22,26.242835998535156,183400.0,26.132956713126077,26.11464349889123,26.297775641239696,962.0,962.0,962.0,962.0,962.0,962.0,962.0,962.0,143.6,1.9578551532033428,50.567167481977634
36,1993-03-23,26.297775268554688,55200.0,26.316088482530006,26.261148840604054,26.33440169650532,962.0,962.0,962.0,962.0,962.0,962.0,962.0,962.0,143.6,1.9578551532033428,50.567167481977634
37,1993-03-24,26.297775268554688,37200.0,26.261148840604054,26.13295634277684,26.407654552406587,962.0,962.0,962.0,962.0,962.0,962.0,962.0,962.0,143.6,1.9578551532033428,50.567167481977634
38,1993-03-25,26.462587356567383,110100.0,26.31608168262099,26.27945526413439,26.51752698429728,962.0,962.0,962.0,962.0,962.0,962.0,962.0,962.0,143.6,1.9578551532033428,50.567167481977634
39,1993-03-26,26.31609535217285,101500.0,26.444287883463883,26.29778213341699,26.462601102219743,962.0,962.0,962.0,962.0,962.0,962.0,962.0,962.0,143.6,1.9578551532033428,50.567167481977634
40,1993-03-29,26.42595863342285,87100.0,26.334392595192003,26.334392595192003,26.554151086946042,962.0,962.0,962.0,962.0,962.0,962.0,962.0,962.0,143.6,1.9578551532033428,50.567167481977634
41,1993-03-30,26.499231338500977,56000.0,26.462604895738707,26.425978452976437,26.499231338500977,962.0,962.0,962.0,962.0,962.0,962.0,962.0,962.0,143.6,1.9578551532033428,50.567167481977634
42,1993-03-31,26.480899810791016,111600.0,26.572465854396793,26.480899810791016,26.645718689281416,962.0,962.0,962.0,962.0,962.0,962.0,962.0,962.0,143.6,1.9578551532033428,50.567167481977634
43,1993-04-01,26.38934326171875,129500.0,26.51753576888879,26.33440361578873,26.51753576888879,963.0,963.0,963.0,963.0,963.0,963.0,963.0,963.0,144.0,1.952416666666667,51.52299360656739
44,1993-04-02,25.839937210083008,59400.0,26.169574963294558,25.839937210083008,26.169574963294558,963.0,963.0,963.0,963.0,963.0,963.0,963.0,963.0,144.0,1.952416666666667,51.52299360656739
45,1993-04-05,25.968137741088867,172200.0,26.04139059790435,25.894884884273385,26.04139059790435,963.0,963.0,963.0,963.0,963.0,963.0,963.0,963.0,144.0,1.952416666666667,51.52299360656739
46,1993-04-06,25.894886016845703,129700.0,26.023078521879594,25.82163315682634,26.023078521879594,963.0,963.0,963.0,963.0,963.0,963.0,963.0,963.0,144.0,1.952416666666667,51.52299360656739
47,1993-04-07,25.986459732055664,28000.0,25.931520070888528,25.876580409721388,25.986459732055664,963.0,963.0,963.0,963.0,963.0,963.0,963.0,963.0,144.0,1.952416666666667,51.52299360656739
48,1993-04-08,25.94982147216797,180800.0,26.096327168552826,25.839942199879324,26.096327168552826,963.0,963.0,963.0,963.0,963.0,963.0,963.0,963.0,144.0,1.952416666666667,51.52299360656739
49,1993-04-12,26.31609535217285,348500.0,26.206216039637685,26.169589602125964,26.334408570928716,963.0,963.0,963.0,963.0,963.0,963.0,963.0,963.0,144.0,1.952416666666667,51.52299360656739
50,1993-04-13,26.371028900146484,146100.0,26.297776042090522,26.27946282757653,26.46259497271644,963.0,963.0,963.0,963.0,963.0,963.0,963.0,963.0,144.0,1.952416666666667,51.52299360656739
51,1993-04-14,26.334392547607422,119600.0,26.38933217044666,26.316079339994346,26.407645378059737,963.0,963.0,963.0,963.0,963.0,963.0,963.0,963.0,144.0,1.952416666666667,51.52299360656739
52,1993-04-15,26.334392547607422,148600.0,26.316079339994346,26.22451330192895,26.38933217044666,963.0,963.0,963.0,963.0,963.0,963.0,963.0,963.0,144.0,1.952416666666667,51.52299360656739
53,1993-04-16,26.334392547607422,47900.0,26.3527057552205,26.297766132381266,26.38933217044666,963.0,963.0,963.0,963.0,963.0,963.0,963.0,963.0,144.0,1.952416666666667,51.52299360656739
54,1993-04-19,26.224523544311523,157000.0,26.334402832905006,26.206210329545943,26.407655691967328,963.0,963.0,963.0,963.0,963.0,963.0,963.0,963.0,144.0,1.952416666666667,51.52299360656739
55,1993-04-20,26.096343994140625,279500.0,26.18791011341831,25.93152497944079,26.224536561129387,963.0,963.0,963.0,963.0,963.0,963.0,963.0,963.0,144.0,1.952416666666667,51.52299360656739
56,1993-04-21,26.078014373779297,67900.0,26.151267223143844,26.004761524414747,26.151267223143844,963.0,963.0,963.0,963.0,963.0,963.0,963.0,963.0,144.0,1.952416666666667,51.52299360656739
57,1993-04-22,25.748390197753906,97700.0,25.968148862315108,25.748390197753906,26.187907526876305,963.0,963.0,963.0,963.0,963.0,963.0,963.0,963.0,144.0,1.952416666666667,51.52299360656739
58,1993-04-23,25.63849449157715,106000.0,25.693434122630528,25.601868070874897,25.766686964035035,963.0,963.0,963.0,963.0,963.0,963.0,963.0,963.0,144.0,1.952416666666667,51.52299360656739
59,1993-04-26,25.437057495117188,62600.0,25.656816091187313,25.363804629760477,25.7483821728832,963.0,963.0,963.0,963.0,963.0,963.0,963.0,963.0,144.0,1.952416666666667,51.52299360656739
60,1993-04-27,25.71175193786621,156800.0,25.40042730613991,25.40042730613991,25.71175193786621,963.0,963.0,963.0,963.0,963.0,963.0,963.0,963.0,144.0,1.952416666666667,51.52299360656739
61,1993-04-28,25.65681266784668,85900.0,25.67512588174236,25.62018624005532,25.7300655234294,963.0,963.0,963.0,963.0,963.0,963.0,963.0,963.0,144.0,1.952416666666667,51.52299360656739
62,1993-04-29,25.766691207885742,85000.0,25.71175156778364,25.5652458608447,25.766691207885742,963.0,963.0,963.0,963.0,963.0,963.0,963.0,963.0,144.0,1.952416666666667,51.52299360656739
63,1993-04-30,25.803319931030273,88500.0,25.858259576021823,25.803319931030273,25.949825651007735,963.0,963.0,963.0,963.0,963.0,963.0,963.0,963.0,144.0,1.952416666666667,51.52299360656739
64,1993-05-03,25.968137741088867,80500.0,25.83994524166177,25.730065956438544,25.968137741088867,963.0,963.0,963.0,963.0,963.0,963.0,963.0,963.0,144.0,1.952416666666667,51.52299360656739
65,1993-05-04,26.059711456298828,149100.0,26.02308501714732,25.98645857799581,26.1512775541776,963.0,963.0,963.0,963.0,963.0,963.0,963.0,963.0,144.0,1.952416666666667,51.52299360656739
66,1993-05-05,26.132966995239258,109000.0,26.05971410947825,26.05971410947825,26.224533102440517,963.0,963.0,963.0,963.0,963.0,963.0,963.0,963.0,144.0,1.952416666666667,51.52299360656739
67,1993-05-06,26.041399002075195,54700.0,26.096338662417125,26.023085781961218,26.114651882531103,963.0,963.0,963.0,963.0,963.0,963.0,963.0,963.0,144.0,1.952416666666667,51.52299360656739
68,1993-05-07,25.986459732055664,68000.0,26.059712613611847,25.94983329127757,26.059712613611847,963.0,963.0,963.0,963.0,963.0,963.0,963.0,963.0,144.0,1.952416666666667,51.52299360656739
69,1993-05-10,26.041399002075195,113900.0,26.023085781961218,26.023085781961218,26.18790476298701,963.0,963.0,963.0,963.0,963.0,963.0,963.0,963.0,144.0,1.952416666666667,51.52299360656739
70,1993-05-11,26.151273727416992,42600.0,26.04139442604129,25.96814155845749,26.151273727416992,963.0,963.0,963.0,963.0,963.0,963.0,963.0,963.0,144.0,1.952416666666667,51.52299360656739
71,1993-05-12,26.114643096923828,31000.0,26.04139024111198,26.04139024111198,26.13295631087679,963.0,963.0,963.0,963.0,963.0,963.0,963.0,963.0,144.0,1.952416666666667,51.52299360656739
72,1993-05-13,25.803319931030273,129100.0,26.00476529599928,25.78500671603309,26.00476529599928,963.0,963.0,963.0,963.0,963.0,963.0,963.0,963.0,144.0,1.952416666666667,51.52299360656739
73,1993-05-14,25.78500747680664,63500.0,25.803320692344144,25.766694261269134,25.87657355449416,963.0,963.0,963.0,963.0,963.0,963.0,963.0,963.0,144.0,1.952416666666667,51.52299360656739
74,1993-05-17,25.876569747924805,34000.0,25.85825653508126,25.74837725802001,25.876569747924805,963.0,963.0,963.0,963.0,963.0,963.0,963.0,963.0,144.0,1.952416666666667,51.52299360656739
75,1993-05-18,25.858272552490234,105200.0,25.894899000864868,25.766706431553654,25.913212225052185,963.0,963.0,963.0,963.0,963.0,963.0,963.0,963.0,144.0,1.952416666666667,51.52299360656739
76,1993-05-19,26.38934326171875,50200.0,25.858260017728576,25.69344107993852,26.38934326171875,963.0,963.0,963.0,963.0,963.0,963.0,963.0,963.0,144.0,1.952416666666667,51.52299360656739
77,1993-05-20,26.462587356567383,98200.0,26.389334519594186,26.33439489186429,26.462587356567383,963.0,963.0,963.0,963.0,963.0,963.0,963.0,963.0,144.0,1.952416666666667,51.52299360656739
78,1993-05-21,26.224523544311523,221400.0,26.480908551029653,26.206210329545943,26.517534980560814,963.0,963.0,963.0,963.0,963.0,963.0,963.0,963.0,144.0,1.952416666666667,51.52299360656739
79,1993-05-24,26.334392547607422,30500.0,26.279452924768187,26.279452924768187,26.425958585672817,963.0,963.0,963.0,963.0,963.0,963.0,963.0,963.0,144.0,1.952416666666667,51.52299360656739
80,1993-05-25,26.38934326171875,191800.0,26.44428290764877,26.38934326171875,26.44428290764877,963.0,963.0,963.0,963.0,963.0,963.0,963.0,963.0,144.0,1.952416666666667,51.52299360656739
81,1993-05-26,26.718992233276367,102400.0,26.46260711246357,26.44429388954837,26.737305456191567,963.0,963.0,963.0,963.0,963.0,963.0,963.0,963.0,144.0,1.952416666666667,51.52299360656739
82,1993-05-27,26.627405166625977,53800.0,26.75559762616269,26.590778749615485,26.75559762616269,963.0,963.0,963.0,963.0,963.0,963.0,963.0,963.0,144.0,1.952416666666667,51.52299360656739
83,1993-05-28,26.499231338500977,79100.0,26.609110666787778,26.371038788833037,26.609110666787778,963.0,963.0,963.0,963.0,963.0,963.0,963.0,963.0,144.0,1.952416666666667,51.52299360656739
84,1993-06-01,26.755619049072266,28300.0,26.59080004055642,26.554173594219566,26.847185164914404,965.0,965.0,965.0,965.0,965.0,965.0,965.0,965.0,144.4,1.947008310249308,52.09341263440839
85,1993-06-02,26.718992233276367,20300.0,26.682365787445967,26.57248644995477,26.810558347852364,965.0,965.0,965.0,965.0,965.0,965.0,965.0,965.0,144.4,1.947008310249308,52.09341263440839
86,1993-06-03,26.627405166625977,21600.0,26.664031583636465,26.57246554111024,26.664031583636465,965.0,965.0,965.0,965.0,965.0,965.0,965.0,965.0,144.4,1.947008310249308,52.09341263440839
87,1993-06-04,26.535839080810547,32000.0,26.554152289285916,26.42595982995833,26.554152289285916,965.0,965.0,965.0,965.0,965.0,965.0,965.0,965.0,144.4,1.947008310249308,52.09341263440839
88,1993-06-07,26.44428062438965,121400.0,26.590786334220063,26.44428062438965,26.590786334220063,965.0,965.0,965.0,965.0,965.0,965.0,965.0,965.0,144.4,1.947008310249308,52.09341263440839
89,1993-06-08,26.20621681213379,104500.0,26.37103578579501,26.20621681213379,26.37103578579501,965.0,965.0,965.0,965.0,965.0,965.0,965.0,965.0,144.4,1.947008310249308,52.09341263440839
90,1993-06-09,26.297775268554688,43300.0,26.297775268554688,26.261148840604054,26.407654552406587,965.0,965.0,965.0,965.0,965.0,965.0,965.0,965.0,144.4,1.947008310249308,52.09341263440839
91,1993-06-10,26.31609535217285,17900.0,26.27946891466113,26.224529258393545,26.334408570928716,965.0,965.0,965.0,965.0,965.0,965.0,965.0,965.0,144.4,1.947008310249308,52.09341263440839
92,1993-06-11,26.42595863342285,647400.0,26.407645425776682,26.316079387545834,26.46258504871519,965.0,965.0,965.0,965.0,965.0,965.0,965.0,965.0,144.4,1.947008310249308,52.09341263440839
93,1993-06-14,26.38934326171875,64200.0,26.462596122958775,26.38934326171875,26.48090933826878,965.0,965.0,965.0,965.0,965.0,965.0,965.0,965.0,144.4,1.947008310249308,52.09341263440839
94,1993-06-15,26.334392547607422,142400.0,26.425958585672817,26.334392547607422,26.444271793285896,965.0,965.0,965.0,965.0,965.0,965.0,965.0,965.0,144.4,1.947008310249308,52.09341263440839
95,1993-06-16,26.38934326171875,330900.0,26.33440361578873,26.26115075454871,26.38934326171875,965.0,965.0,965.0,965.0,965.0,965.0,965.0,965.0,144.4,1.947008310249308,52.09341263440839
96,1993-06-17,26.480899810791016,37400.0,26.444273393348706,26.38933376718524,26.480899810791016,965.0,965.0,965.0,965.0,965.0,965.0,965.0,965.0,144.4,1.947008310249308,52.09341263440839
97,1993-06-18,26.262834548950195,58500.0,26.46570756864012,26.262834548950195,26.46570756864012,965.0,965.0,965.0,965.0,965.0,965.0,965.0,965.0,144.4,1.947008310249308,52.09341263440839
98,1993-06-21,26.318178176879883,29300.0,26.33662118891694,26.281292152805772,26.33662118891694,965.0,965.0,965.0,965.0,965.0,965.0,965.0,965.0,144.4,1.947008310249308,52.09341263440839
99,1993-06-22,26.336612701416016,137500.0,26.355055707509447,26.29972668922916,26.355055707509447,965.0,965.0,965.0,965.0,965.0,965.0,965.0,965.0,144.4,1.947008310249308,52.09341263440839
