date,open,high,low,close,volume,currency,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr
2020-12-25,0.41046000000000005,0.41046000000000005,0.34989000000000003,0.35831,252000352,USD,-181937847.00280684,252000352,,,,,-159335412.4240611,,,1000.0,,,,,,0.0,0.0,,0.43345666666666666,0.3123166666666667,,0.37967090418799193,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.38017500000000004,,0.0,0.0,0.0,,1.0558675359195404,1.0541989008042896,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,-63.870525988206694,,0.0
2020-12-26,0.35882,0.48338000000000003,0.33211,0.48338000000000003,540347520,USD,358409672.99719316,792347872,,,0.0007718206794027661,,27657208.532276303,,,1000.0,,,,,,0.0,0.0,,0.5088416666666667,0.2970016666666667,,0.8798070871097682,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.407745,,0.0,0.0,0.0,,1.0558675359195404,1.0541989008042896,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,34.905528732103484,29.940456031540386,34.905528732103484
2020-12-27,0.4848,0.4848,0.39459,0.3966,362442144,USD,12118924.838895977,429905728,,,0.0007952191950393049,,123542829.05178194,,,820.472506102859,,,,,,0.0,0.0,,0.5110744444444445,0.30970777777777786,,0.4315124427523034,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.408455,,0.0,0.0,0.0,,1.0558675359195404,1.0541989008042896,,,,,0.41046000000000005,0.0,1.0,,,,,,,,,,,,,,,,,,,-17.952749389714096,-19.787487772413503,10.686277245960207
2020-12-28,0.39678,0.4294,0.38027,0.38048000000000004,243540352,USD,-229339462.01068634,186365376,,,-0.0007032394368880605,,-74967145.91766915,,,787.124001820514,,,,,,0.0,0.0,,0.4947675,0.31917750000000006,,0.34912295688820544,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.408455,,0.0,0.0,0.0,,1.0558675359195404,1.0541989008042896,,,,0.39459,,1.0,0.0,,,,,,,,,,,,,,,,,,,-4.064548663640943,-4.149460258327853,6.187379643325608
2020-12-29,0.38084,0.38084,0.34113000000000004,0.37395,158318192,USD,-125960194.35619135,28047184,,,-0.0010998631793369632,,-12615957.08605709,,,773.61496131408,,,,,,0.0,0.0,,0.4768173333333333,0.3204613333333334,,0.34209538915466403,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.408455,,0.0,0.0,0.0,,1.0558675359195404,1.0541989008042896,,,,,0.4294,0.0,1.0,,,,,,,,,,,,,,,,,,,-1.7162531539108627,-1.7311514864740474,4.364935391141755
2020-12-30,0.37579,0.38613000000000003,0.35641,0.37493000000000004,141844576,USD,-91024047.10450879,169891760,,,0.0002154965728122025,,-2345412.9664096874,,,775.6423517729323,,,,,,0.0,0.0,,0.4643827777777778,0.3241794444444445,,0.36197823795598444,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.408455,,0.0,0.0,0.0,,1.0558675359195404,1.0541989008042896,,,,,0.4294,0.0,0.0,,,,,,,,,,,,,,,,,,,0.262067121272902,0.2617243241677003,4.638441572939644
2020-12-31,0.37465,0.37465,0.34805,0.34996,77718896,USD,-157581808.41578716,92172864,,,-0.0003395210348844892,,-4804280.412884895,,,723.9852703876867,,,,,,0.0,0.0,,0.4529214285714286,0.3251471428571429,,0.19419288477449032,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.408455,,0.0,0.0,0.0,,1.0558675359195404,1.0541989008042896,,,,,0.42763460000000003,0.0,0.0,,,,,,,,,,,,,,,,,,,-6.659909849838652,-6.892047964128977,-2.330384304094224
2021-01-01,0.35046,0.37084,0.34874,0.36200000000000004,106540056,USD,-136273797.21578673,198712920,,,-3.23596601075563e-05,,-1510611.580995109,,,723.9852703876867,,,,,,0.0,0.0,,0.44413458333333333,0.3268070833333334,,0.29995454319461895,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.408455,,0.0,0.0,0.0,,1.0558675359195404,1.0541989008042896,,,,,0.425904508,0.0,0.0,,,,,,,,,,,,,,,,,,,3.4403931877929006,3.3825349587707443,1.0298345008512344
2021-01-02,0.36189,0.36189,0.31626,0.32754,84828432,USD,-179162070.85681233,113884488,,,-0.0011142790544566479,,-4409707.499061065,,,655.066672549124,,,,,,0.0,0.0,,0.4371040740740741,0.32267296296296305,,0.04253246332906024,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,0.40053,,,0.40053,,0.0,0.0,0.0,,1.0558675359195404,1.0541989008042896,,,,,0.42420901784000004,0.0,0.0,,,,,,,,,,,,,,,,,,,-9.519337016574603,-10.003402680405005,-8.587535932572354
2021-01-03,0.326,0.32991,0.29795,0.29795,153371280,USD,-332533350.85681236,-39486792,,,-0.0005239795873125657,,-21930682.807530828,,,655.066672549124,,,,,,0.0,0.0,0.37276,0.42745,0.3180700000000001,29.343277175662607,-0.18394587675992044,0.0,1.0,,,,,,0.05472900000000001,,,,,,,,,,,,,,,,,,0.39137500000000003,,,0.39137500000000003,,0.0,0.0,0.0,,1.0558675359195404,1.0541989008042896,,,,,0.4198910571264,0.0,0.0,,,,,,,,,,,,,,,,,,0.29795,-9.034011113146489,-9.468449782873334,-16.84574809522481
