date,close,volume,marketCap
2013-04-28,135.3,0.0,1500517590.0
2013-04-29,141.96,0.0,1575032004.0
2013-04-30,135.3,0.0,1501657493.0
2013-05-01,117.0,0.0,1298951550.0
2013-05-02,103.43,0.0,1148667722.0
2013-05-03,91.01,0.0,1011066494.0
2013-05-04,111.25,0.0,1236351844.0
2013-05-05,116.79,0.0,1298377788.0
2013-05-06,118.33,0.0,1315992304.0
2013-05-07,106.4,0.0,1183766500.0
2013-05-08,112.64,0.0,1253655040.0
2013-05-09,113.0,0.0,1258130700.0
2013-05-10,118.78,0.0,1322989457.0
2013-05-11,113.01,0.0,1259239352.0
2013-05-12,114.713,0.0,1278708679.0
2013-05-13,117.18,0.0,1306721052.0
2013-05-14,114.5,0.0,1277278988.0
2013-05-15,114.156,0.0,1273849681.0
2013-05-16,115.5,0.0,1289277412.0
2013-05-17,123.1,0.0,1374605382.0
2013-05-18,123.88,0.0,1383755085.0
2013-05-19,120.501,0.0,1346499262.0
2013-05-20,122.58,0.0,1370131821.0
2013-05-21,122.9,0.0,1374154118.0
2013-05-22,123.0,0.0,1375791900.0
2013-05-23,125.748,0.0,1407041528.0
2013-05-24,131.7,0.0,1474180657.0
2013-05-25,130.77,0.0,1464316690.0
2013-05-26,134.6,0.0,1507769010.0
2013-05-27,128.985,0.0,1445444606.0
2013-05-28,129.179,0.0,1448115967.0
2013-05-29,132.13,0.0,1481781795.0
2013-05-30,127.401,0.0,1429308634.0
2013-05-31,127.98,0.0,1436386730.0
2013-06-01,129.09,0.0,1449499974.0
2013-06-02,121.3,0.0,1362684200.0
2013-06-03,121.16,0.0,1361765704.0
2013-06-05,121.309,0.0,1364113640.0
2013-06-06,121.714,0.0,1369233814.0
2013-06-07,119.0,0.0,1339234925.0
2013-06-08,110.09,0.0,1239395972.0
2013-06-09,108.401,0.0,1220874393.0
2013-06-10,99.7497,0.0,1123844958.0
2013-06-11,105.99,0.0,1194605341.0
2013-06-12,108.9,0.0,1227904672.0
2013-06-13,108.4,0.0,1222819750.0
2013-06-14,102.769,0.0,1159766150.0
2013-06-15,98.399,0.0,1110902570.0
2013-06-16,99.99,0.0,1129287060.0
2013-06-17,100.42,0.0,1134610433.0
2013-06-18,102.0,0.0,1152834600.0
2013-06-19,106.55,0.0,1204638318.0
2013-06-20,107.9,0.0,1220273470.0
2013-06-21,110.91,0.0,1254733148.0
2013-06-22,109.015,0.0,1233750009.0
2013-06-23,107.25,0.0,1214260369.0
2013-06-24,108.0,0.0,1223181000.0
2013-06-25,102.443,0.0,1160635652.0
2013-06-26,103.691,0.0,1175194910.0
2013-06-27,103.39,0.0,1172207388.0
2013-06-28,99.66,0.0,1130338737.0
2013-06-29,93.3311,0.0,1058953327.0
2013-06-30,95.3886,0.0,1082693996.0
2013-07-01,97.504,0.0,1107084792.0
2013-07-02,89.489,0.0,1016445146.0
2013-07-03,90.797,0.0,1031653673.0
2013-07-04,78.8,0.0,895707780.0
2013-07-05,78.48,0.0,892405890.0
2013-07-06,67.809,0.0,771368060.0
2013-07-07,68.0831,0.0,774804401.0
2013-07-08,77.502,0.0,882356395.0
2013-07-09,76.3915,0.0,870081997.0
2013-07-10,77.0,0.0,877378425.0
2013-07-11,85.75,0.0,977479256.0
2013-07-12,93.804,0.0,1069724400.0
2013-07-13,88.0622,0.0,1004551934.0
2013-07-14,95.58,0.0,1090715949.0
2013-07-15,94.0,0.0,1073073450.0
2013-07-16,97.301,0.0,1111179853.0
2013-07-17,98.9796,0.0,1130735527.0
2013-07-18,97.8,0.0,1117707300.0
2013-07-19,88.7869,0.0,1015062893.0
2013-07-20,91.572,0.0,1047311253.0
2013-07-21,89.28,0.0,1021492656.0
2013-07-22,90.3672,0.0,1034399451.0
2013-07-23,91.7024,0.0,1050054379.0
2013-07-24,94.5806,0.0,1083333286.0
2013-07-25,94.525,0.0,1083076902.0
2013-07-26,96.9499,0.0,1111232483.0
2013-07-27,94.13,0.0,1079278107.0
2013-07-28,94.005,0.0,1078286703.0
2013-07-29,98.5759,0.0,1131111629.0
2013-07-30,101.5,0.0,1165105812.0
2013-07-31,110.34,0.0,1267183179.0
2013-08-01,106.23,0.0,1220481782.0
2013-08-02,101.61,0.0,1167849454.0
2013-08-03,103.7,0.0,1192378895.0
2013-08-04,104.86,0.0,1206152150.0
2013-08-05,106.56,0.0,1226188584.0
2013-08-06,105.841,0.0,1218425716.0
2013-08-07,106.75,0.0,1229098150.0
2013-08-08,101.672,0.0,1171586790.0
2013-08-09,103.4,0.0,1192028805.0
2013-08-10,102.71,0.0,1184605785.0
2013-08-11,103.77,0.0,1197378682.0
2013-08-12,105.18,0.0,1214268916.0
2013-08-13,106.068,0.0,1225008501.0
2013-08-14,111.621,0.0,1289602061.0
2013-08-15,111.87,0.0,1292943118.0
2013-08-16,109.867,0.0,1270257534.0
2013-08-17,112.74,0.0,1304015666.0
2013-08-18,114.4,0.0,1323762440.0
2013-08-19,118.782,0.0,1375023402.0
2013-08-20,120.5,0.0,1395441212.0
